transaction_id,description,amount,category
TXN286253,meesho payment #8700,4245.71,Shopping
TXN856148,apple music payment #6375,4601.73,Bills & Subscriptions
TXN645438,uber payment #8954,339.13,Travel & Transport
TXN822308,parking charges payment #3636,2607.72,Others
TXN540071,makemytrip payment #3232,1239.83,Travel & Transport
TXN933451,ccd cafe payment #9884,4710.91,Food & Dining
TXN924496,airtel recharge payment #1965,2433.28,Utilities
TXN101075,airtel recharge payment #7091,502.76,Utilities
TXN955933,reliance fresh payment #2789,4227.01,Groceries
TXN184799,urbanclap payment #8002,1609.17,Others
TXN155826,hdfc atm payment #8218,1175.69,Financial Services
TXN584835,reliance fresh payment #1537,1038.07,Groceries
TXN104827,burger king payment #1240,2988.56,Food & Dining
TXN628671,pvr cinemas payment #2419,4534.95,Entertainment
TXN833087,blinkit payment #6361,2830.78,Groceries
TXN936185,airindia payment #3307,4063.1,Travel & Transport
TXN999115,jiomart grocery payment #4495,2095.36,Groceries
TXN392582,healthspring payment #5212,700.95,Health & Fitness
TXN754736,hotstar payment #2443,2096.43,Entertainment
TXN943866,apple music payment #4312,4888.15,Bills & Subscriptions
TXN137247,goibibo payment #2158,459.08,Travel & Transport
TXN912314,rapido payment #6763,274.75,Travel & Transport
TXN172058,notion subscription payment #4001,1147.81,Bills & Subscriptions
TXN559119,pvr cinemas payment #6897,1106.01,Entertainment
TXN453784,goibibo payment #4964,3831.51,Travel & Transport
TXN386270,croma payment #7645,2673.2,Shopping
TXN569557,notion subscription payment #8033,242.64,Bills & Subscriptions
TXN414127,reliance petrol pump payment #5118,2762.37,Fuel
TXN433362,adobe creative cloud payment #3897,2758.45,Bills & Subscriptions
TXN525608,shell payment #5881,4609.63,Fuel
TXN155651,tanishq payment #6472,284.79,Shopping
TXN512586,prime video payment #1821,4638.71,Entertainment
TXN183950,water tax payment #6774,3118.38,Utilities
TXN864607,tata play dth payment #3994,839.31,Utilities
TXN902852,salary credit payment #6460,218.37,Financial Services
TXN866110,bsnl bill payment #6070,260.4,Utilities
TXN344916,sbi card payment payment #2666,4951.06,Financial Services
TXN916745,mcdonalds payment #8580,4984.07,Food & Dining
TXN249237,notion subscription payment #1312,519.04,Bills & Subscriptions
TXN815104,act fibernet payment #8293,3535.59,Utilities
TXN276360,apollo pharmacy payment #3902,3449.35,Health & Fitness
TXN345165,urbanclap payment #7077,2060.31,Others
TXN815745,act fibernet payment #2362,3508.23,Utilities
TXN291093,amazon payment #3215,4470.2,Shopping
TXN162412,inox movies payment #6854,3935.42,Entertainment
TXN182774,googlepay upi payment #1831,4306.66,Financial Services
TXN463881,bsnl bill payment #3999,1719.44,Utilities
TXN561535,donation payment payment #5253,3447.65,Others
TXN396243,local technician payment #8177,1731.93,Others
TXN838390,bajaj finance emi payment #8257,544.47,Financial Services
TXN471054,ioc fuel station payment #1811,689.22,Fuel
TXN798799,nature's basket payment #4778,3237.37,Groceries
TXN401828,swiggy payment #7433,98.13,Food & Dining
TXN910403,local technician payment #5981,1120.35,Others
TXN103150,paytm upi payment #2941,3465.65,Financial Services
TXN324933,rapido payment #1514,673.98,Travel & Transport
TXN167538,apollo pharmacy payment #5656,2557.09,Health & Fitness
TXN332135,paradise biryani payment #2536,1534.46,Food & Dining
TXN671938,housejoy payment #3855,4408.48,Others
TXN491957,hathway broadband payment #4991,3811.83,Utilities
TXN478898,local technician payment #1748,1735.31,Others
TXN610544,1mg payment #7677,214.63,Health & Fitness
TXN698939,bigbasket payment #7517,3238.42,Groceries
TXN851964,apollo pharmacy payment #7338,414.75,Health & Fitness
TXN602249,prime video payment #4958,1350.7,Entertainment
TXN851468,microsoft 365 payment #3053,3487.22,Bills & Subscriptions
TXN421657,essar petrol payment #5734,1009.53,Fuel
TXN102914,nature's basket payment #1336,4316.35,Groceries
TXN450407,talwalkars gym payment #3575,2319.46,Health & Fitness
TXN968684,airtel recharge payment #6700,1128.93,Utilities
TXN428312,rtgs transfer payment #7217,2491.49,Financial Services
TXN399755,irctc payment #4008,4499.28,Travel & Transport
TXN710389,pizza hut payment #4010,2709.33,Food & Dining
TXN329465,reimbursement payment #3448,974.51,Financial Services
TXN173131,bharatpetrol payment #2560,1688.6,Fuel
TXN979682,neft transfer payment #7910,2878.02,Financial Services
TXN768159,urbanclap payment #1092,1813.04,Others
TXN114621,notion subscription payment #4980,2576.66,Bills & Subscriptions
TXN565643,flipkart payment #7432,487.51,Shopping
TXN395268,ioc fuel station payment #1106,723.6,Fuel
TXN450311,housejoy payment #8479,4790.55,Others
TXN191988,jiomart grocery payment #4048,1650.22,Groceries
TXN426825,decathlon payment #7938,3697.89,Shopping
TXN539437,croma payment #4936,279.81,Shopping
TXN827937,parking charges payment #1138,4417.41,Others
TXN295599,nykaa payment #9530,1881.72,Shopping
TXN125862,barbeque nation payment #8591,2336.62,Food & Dining
TXN220098,reliance fresh payment #8289,55.43,Groceries
TXN848362,wow momo payment #4697,4217.18,Food & Dining
TXN834447,youtube premium payment #8068,945.62,Bills & Subscriptions
TXN170805,flipkart payment #3800,3252.82,Shopping
TXN857899,bsnl bill payment #9009,2635.16,Utilities
TXN554803,sbi card payment payment #2547,1861.91,Financial Services
TXN661544,dominos payment #4464,2540.51,Food & Dining
TXN865806,hathway broadband payment #2336,2773.68,Utilities
TXN823797,nature's basket payment #8598,2866.43,Groceries
TXN500262,spotify payment #2543,3534.69,Entertainment
TXN347813,youtube premium payment #6565,3558.71,Bills & Subscriptions
TXN738222,bookmyshow payment #7151,382.49,Entertainment
TXN280751,tanishq payment #8857,4547.64,Shopping
TXN156015,microsoft 365 payment #6095,1691.91,Bills & Subscriptions
TXN276288,urbanclap payment #3262,4977.37,Others
TXN677974,spotify payment #3910,56.03,Entertainment
TXN755645,reliance petrol pump payment #3088,1508.0,Fuel
TXN162033,hp petrol payment #3547,3329.3,Fuel
TXN392302,ola payment #8983,1423.25,Travel & Transport
TXN884096,urban company payment #9599,3669.15,Others
TXN705316,mcdonalds payment #6896,2136.23,Food & Dining
TXN871457,more supermarket payment #3073,3520.45,Groceries
TXN764843,donation payment payment #1591,114.58,Others
TXN329656,indianoil payment #3445,1421.14,Fuel
TXN476622,myntra payment #9159,3598.85,Shopping
TXN491046,pantaloons payment #4992,4385.26,Shopping
TXN627788,indianoil payment #3140,4497.63,Fuel
TXN526936,burger king payment #1770,1710.55,Food & Dining
TXN461165,redbus payment #1941,1025.36,Travel & Transport
TXN579113,more supermarket payment #8208,4677.77,Groceries
TXN740790,inox movies payment #2572,2019.52,Entertainment
TXN817002,adobe creative cloud payment #2163,703.49,Bills & Subscriptions
TXN535904,reimbursement payment #2468,851.4,Financial Services
TXN592491,parking charges payment #2212,3444.65,Others
TXN266850,redbus payment #1669,4332.69,Travel & Transport
TXN376478,more supermarket payment #1477,640.69,Groceries
TXN961067,ioc fuel station payment #9867,4828.54,Fuel
TXN270081,ola payment #7420,3119.44,Travel & Transport
TXN224272,decathlon payment #4326,451.74,Shopping
TXN484714,talwalkars gym payment #1915,119.26,Health & Fitness
TXN982308,healthspring payment #7843,4845.75,Health & Fitness
TXN501777,talwalkars gym payment #1664,4772.53,Health & Fitness
TXN188198,essar petrol payment #3506,2000.31,Fuel
TXN417924,spencer’s retail payment #1990,1842.15,Groceries
TXN415100,blinkit payment #5173,3905.07,Groceries
TXN510534,urbanclap payment #8069,2232.83,Others
TXN852122,essar petrol payment #4089,1565.54,Fuel
TXN416985,reliance petrol pump payment #1139,2113.32,Fuel
TXN298991,local technician payment #8432,1915.8,Others
TXN974536,myntra payment #8108,1957.43,Shopping
TXN368148,mcdonalds payment #3406,1512.81,Food & Dining
TXN969005,ioc fuel station payment #3251,2084.13,Fuel
TXN206338,hathway broadband payment #3478,1369.45,Utilities
TXN659730,local technician payment #1643,4258.24,Others
TXN254684,hotstar payment #7677,3712.53,Entertainment
TXN789978,urban company payment #2386,3635.56,Others
TXN686893,spencer’s retail payment #4293,1355.17,Groceries
TXN583323,jio fiber payment #5615,4442.44,Utilities
TXN657453,d mart payment #6974,3350.22,Shopping
TXN954837,hp petrol payment #4314,1265.34,Fuel
TXN989548,bhim upi payment #6993,433.86,Financial Services
TXN492022,local technician payment #1458,2522.57,Others
TXN823338,rapido payment #7396,4324.66,Travel & Transport
TXN520873,blinkit payment #8430,2521.93,Groceries
TXN309052,blinkit payment #6496,3622.64,Groceries
TXN998887,jio fiber payment #8736,2211.1,Utilities
TXN500878,redbus payment #9237,1963.96,Travel & Transport
TXN232616,burger king payment #5593,1082.68,Food & Dining
TXN123200,starbucks payment #7061,1749.12,Food & Dining
TXN632724,youtube premium payment #6019,2884.8,Bills & Subscriptions
TXN724893,behrouz biryani payment #7538,967.56,Food & Dining
TXN703682,d mart payment #7081,3943.31,Shopping
TXN290551,fortis hospital payment #8318,1545.33,Health & Fitness
TXN243349,chai point payment #5524,117.05,Food & Dining
TXN378601,bharatpetrol payment #2944,3895.75,Fuel
TXN155196,croma payment #5684,656.57,Shopping
TXN359850,housejoy payment #4201,3270.79,Others
TXN914483,croma payment #5931,4092.06,Shopping
TXN574800,act fibernet payment #1914,1106.78,Utilities
TXN336983,spencer’s retail payment #8502,1139.05,Groceries
TXN619760,zomato payment #2998,198.44,Food & Dining
TXN226088,canva pro payment #3327,4602.78,Bills & Subscriptions
TXN196865,wow momo payment #8317,3662.95,Food & Dining
TXN480368,microsoft 365 payment #4426,1625.76,Bills & Subscriptions
TXN553976,housejoy payment #3887,3708.67,Others
TXN150970,figma pro payment #9160,1335.82,Bills & Subscriptions
TXN779587,subway payment #3680,1010.28,Food & Dining
TXN935329,urbanclap payment #7732,3472.93,Others
TXN585280,tneb payment payment #8286,1151.69,Utilities
TXN815095,spotify payment #7558,2907.66,Entertainment
TXN103570,tata play dth payment #8668,982.09,Utilities
TXN900264,barbeque nation payment #1764,4559.58,Food & Dining
TXN953196,donation payment payment #3498,1817.69,Others
TXN441294,hotstar payment #7020,171.7,Entertainment
TXN138133,local technician payment #1747,3308.51,Others
TXN864923,phonepe upi payment #3919,2445.03,Financial Services
TXN585610,flipkart payment #6239,1580.48,Shopping
TXN546087,parking charges payment #2964,4729.55,Others
TXN906605,salary credit payment #3022,1540.56,Financial Services
TXN618391,ioc fuel station payment #2422,2020.08,Fuel
TXN496449,amazon payment #4245,1032.37,Shopping
TXN643264,nature's basket payment #3525,1787.77,Groceries
TXN730123,cult fit payment #1438,4537.1,Health & Fitness
TXN922181,urban company payment #8940,2899.29,Others
TXN745262,bharatpetrol payment #7119,682.71,Fuel
TXN277184,jio fiber payment #3430,4552.25,Utilities
TXN337858,lifestyle payment #8253,3481.46,Shopping
TXN101493,more supermarket payment #3855,4473.43,Groceries
TXN919838,rapido payment #4638,4271.68,Travel & Transport
TXN547554,jio fiber payment #7934,689.55,Utilities
TXN592350,chayos payment #1569,1782.54,Food & Dining
TXN147774,1mg payment #8522,4541.62,Health & Fitness
TXN926185,apple music payment #9156,1976.0,Bills & Subscriptions
TXN499646,chayos payment #4275,4044.28,Food & Dining
TXN263547,bank a/c transfer payment #3042,120.09,Financial Services
TXN685394,1mg payment #4641,1803.39,Health & Fitness
TXN840385,local technician payment #3996,3178.99,Others
TXN841816,subway payment #8122,3347.79,Food & Dining
TXN601718,goibibo payment #7595,4304.67,Travel & Transport
TXN237388,bharatpetrol payment #5303,2240.95,Fuel
TXN824410,ajio payment #4550,4899.41,Shopping
TXN117707,myntra payment #9328,4763.81,Shopping
TXN366082,urbanclap payment #5784,3784.19,Others
TXN852201,d mart payment #3527,2823.05,Shopping
TXN287315,donation payment payment #4016,3175.11,Others
TXN960936,tata play dth payment #3998,332.94,Utilities
TXN508537,nature's basket payment #1807,1094.76,Groceries
TXN937537,ioc fuel station payment #8844,4490.59,Fuel
TXN657394,indianoil payment #2879,4282.66,Fuel
TXN389175,amazonpay upi payment #9057,2014.26,Financial Services
TXN340244,chai point payment #6165,81.25,Food & Dining
TXN255710,microsoft 365 payment #6307,3872.24,Bills & Subscriptions
TXN282992,sbi card payment payment #7313,405.1,Financial Services
TXN796223,apollo pharmacy payment #5699,2568.15,Health & Fitness
TXN788758,medplus payment #8758,2876.01,Health & Fitness
TXN929165,tata play dth payment #5535,363.12,Utilities
TXN696301,netflix payment #5119,1839.58,Entertainment
TXN486177,starbucks payment #2102,4687.08,Food & Dining
TXN175519,burger king payment #5385,4887.9,Food & Dining
TXN117728,behrouz biryani payment #5450,1683.24,Food & Dining
TXN721202,dunzo payment #7159,2902.35,Groceries
TXN620776,reliance petrol pump payment #9964,1639.15,Fuel
TXN950608,tneb payment payment #1008,347.98,Utilities
TXN265985,amazon payment #8120,1305.42,Shopping
TXN200761,urbanclap payment #9128,402.05,Others
TXN422417,pantaloons payment #3452,3325.08,Shopping
TXN750436,kritunga payment #8045,2879.29,Food & Dining
TXN525704,talwalkars gym payment #8436,2683.3,Health & Fitness
TXN326093,reversal charge payment #8775,4776.71,Financial Services
TXN342561,starbucks payment #8927,2160.49,Food & Dining
TXN807736,starbucks payment #7379,702.67,Food & Dining
TXN660741,icici emi payment payment #9690,4797.76,Financial Services
TXN469535,jiomart grocery payment #7887,3261.3,Groceries
TXN761614,ioc fuel station payment #4407,3205.14,Fuel
TXN312876,local technician payment #6058,4505.54,Others
TXN444788,mcdonalds payment #7262,3168.33,Food & Dining
TXN804762,airindia payment #9396,202.84,Travel & Transport
TXN251762,nature's basket payment #3042,949.36,Groceries
TXN469070,googlepay upi payment #2134,649.2,Financial Services
TXN385514,hdfc atm payment #7195,2457.14,Financial Services
TXN603251,vistara airlines payment #5654,3218.42,Travel & Transport
TXN688526,neft transfer payment #7895,55.89,Financial Services
TXN797702,zee5 subscription payment #9925,1565.54,Entertainment
TXN721895,talwalkars gym payment #8337,2034.52,Health & Fitness
TXN540181,pvr cinemas payment #2458,4429.83,Entertainment
TXN824174,shell payment #7989,4458.11,Fuel
TXN124173,amazonpay upi payment #1541,4296.61,Financial Services
TXN593103,medplus payment #4614,1797.37,Health & Fitness
TXN385631,indianoil payment #7326,2964.87,Fuel
TXN562819,spencer’s retail payment #8608,3101.47,Groceries
TXN244025,dominos payment #6867,4419.52,Food & Dining
TXN151952,spencer’s retail payment #4373,1152.56,Groceries
TXN485883,water tax payment #3936,3609.13,Utilities
TXN585147,bsnl bill payment #3639,849.48,Utilities
TXN182169,medplus payment #4846,2161.5,Health & Fitness
TXN741439,act fibernet payment #6495,4585.02,Utilities
TXN789395,healthspring payment #7782,4616.89,Health & Fitness
TXN890331,medplus payment #6413,1527.76,Health & Fitness
TXN843478,indigo payment #6036,3739.38,Travel & Transport
TXN741714,ola payment #6002,3968.95,Travel & Transport
TXN889558,ccd cafe payment #5007,2868.46,Food & Dining
TXN389184,more supermarket payment #5234,4177.23,Groceries
TXN529830,jiomart grocery payment #5417,1461.19,Groceries
TXN253201,uber payment #3807,2652.83,Travel & Transport
TXN540536,indianoil payment #9200,2986.94,Fuel
TXN703580,decathlon payment #4580,3628.6,Shopping
TXN710939,parking charges payment #9558,2689.23,Others
TXN108363,ola payment #2697,1283.43,Travel & Transport
TXN220736,jiomart grocery payment #3839,688.99,Groceries
TXN992994,netflix payment #5937,2420.7,Entertainment
TXN488543,canva pro payment #7763,1003.95,Bills & Subscriptions
TXN915525,water tax payment #3161,4011.75,Utilities
TXN416430,amazon payment #1703,1259.95,Shopping
TXN500033,vistara airlines payment #5987,2192.54,Travel & Transport
TXN694095,kfc payment #4660,3631.5,Food & Dining
TXN211816,imps transfer payment #6828,750.1,Financial Services
TXN449509,westside payment #8560,618.25,Shopping
TXN299559,healthspring payment #7416,2667.39,Health & Fitness
TXN102429,hathway broadband payment #8722,3158.62,Utilities
TXN701530,notion subscription payment #2292,4855.72,Bills & Subscriptions
TXN840102,more supermarket payment #5277,4724.69,Groceries
TXN515811,act fibernet payment #6361,986.31,Utilities
TXN668369,medplus payment #4650,468.98,Health & Fitness
TXN411032,canva pro payment #4353,287.89,Bills & Subscriptions
TXN803330,ajio payment #3581,4152.63,Shopping
TXN425087,amazon payment #4193,4296.98,Shopping
TXN318011,pvr cinemas payment #7661,956.4,Entertainment
TXN795505,urbanclap payment #4800,142.65,Others
TXN919389,zee5 subscription payment #7492,2546.95,Entertainment
TXN845281,youtube premium payment #6141,211.71,Bills & Subscriptions
TXN889853,decathlon payment #7249,4308.76,Shopping
TXN778044,bigbasket payment #2469,807.3,Groceries
TXN167540,nobroker services payment #5686,2218.86,Others
TXN416772,pvr cinemas payment #1615,982.2,Entertainment
TXN339474,ioc fuel station payment #3542,1626.76,Fuel
TXN269855,canva pro payment #3676,4738.88,Bills & Subscriptions
TXN289974,microsoft 365 payment #6543,2139.52,Bills & Subscriptions
TXN308635,inox movies payment #3612,3662.67,Entertainment
TXN753900,hp petrol payment #3511,2625.55,Fuel
TXN446228,indianoil payment #3202,724.65,Fuel
TXN340880,1mg payment #1163,1116.85,Health & Fitness
TXN591201,bhim upi payment #7689,1026.48,Financial Services
TXN802889,hotstar payment #3012,3683.61,Entertainment
TXN558793,talwalkars gym payment #1175,1857.74,Health & Fitness
TXN887379,cult fit payment #6691,3890.73,Health & Fitness
TXN281991,jio fiber payment #1928,4498.29,Utilities
TXN182042,ksrtc bus payment #1918,1882.47,Travel & Transport
TXN955705,ajio payment #5232,3686.84,Shopping
TXN384010,spotify payment #4551,1213.19,Entertainment
TXN580722,amazon payment #5849,678.93,Shopping
TXN271344,zomato payment #3671,499.79,Food & Dining
TXN491433,parking charges payment #1853,705.39,Others
TXN971707,icici emi payment payment #7776,4080.9,Financial Services
TXN865090,ksrtc bus payment #8578,4421.33,Travel & Transport
TXN436713,subway payment #9113,3228.86,Food & Dining
TXN376519,redbus payment #3996,574.06,Travel & Transport
TXN338435,icici atm payment #9873,1830.82,Financial Services
TXN759472,figma pro payment #8686,812.73,Bills & Subscriptions
TXN288616,d mart payment #2050,2553.66,Shopping
TXN503992,d mart payment #6623,3014.05,Shopping
TXN859910,pharmeasy payment #9308,3577.43,Health & Fitness
TXN573295,ajio payment #4074,2453.07,Shopping
TXN236305,dunzo payment #2633,3982.42,Groceries
TXN656705,mcdonalds payment #2953,4897.67,Food & Dining
TXN821797,netflix payment #6679,1216.75,Entertainment
TXN802136,notion subscription payment #1819,4046.34,Bills & Subscriptions
TXN405500,pizza hut payment #8941,4282.54,Food & Dining
TXN469645,reimbursement payment #3474,4666.04,Financial Services
TXN727234,barbeque nation payment #3919,3487.5,Food & Dining
TXN284028,bsnl bill payment #3828,2495.26,Utilities
TXN361906,nykaa payment #5170,4729.46,Shopping
TXN122506,reliance petrol pump payment #3679,2299.3,Fuel
TXN493929,act fibernet payment #2851,790.78,Utilities
TXN719816,croma payment #5270,3411.68,Shopping
TXN304785,nobroker services payment #4151,4257.49,Others
TXN403978,atm fee payment #4315,4091.45,Financial Services
TXN419535,indigo payment #1303,2241.95,Travel & Transport
TXN112314,figma pro payment #6416,2567.44,Bills & Subscriptions
TXN110825,makemytrip payment #3723,153.01,Travel & Transport
TXN174838,tata play dth payment #6723,3841.48,Utilities
TXN620969,nature's basket payment #8343,987.86,Groceries
TXN516558,vistara airlines payment #3976,3524.85,Travel & Transport
TXN534230,medplus payment #6186,841.79,Health & Fitness
TXN597198,bharatpetrol payment #9159,965.68,Fuel
TXN694792,tneb payment payment #6876,842.09,Utilities
TXN466256,amazon payment #7543,2120.89,Shopping
TXN129126,google one payment #3192,751.71,Bills & Subscriptions
TXN258239,housejoy payment #3583,2884.89,Others
TXN905940,blinkit payment #6285,629.28,Groceries
TXN431145,medplus payment #6205,258.11,Health & Fitness
TXN557065,donation payment payment #4810,2928.75,Others
TXN777120,shell payment #3525,3358.46,Fuel
TXN796338,cult fit payment #5860,4142.01,Health & Fitness
TXN451508,amazon payment #2245,2185.75,Shopping
TXN777702,housejoy payment #1443,3136.34,Others
TXN314709,local technician payment #4187,1731.23,Others
TXN145727,chai point payment #1662,3290.77,Food & Dining
TXN838588,vistara airlines payment #4677,2695.44,Travel & Transport
TXN285367,flipkart payment #2371,4103.66,Shopping
TXN920102,flipkart payment #3832,4751.3,Shopping
TXN794939,wow momo payment #9378,3758.46,Food & Dining
TXN669838,wow momo payment #8134,2714.72,Food & Dining
TXN108845,talwalkars gym payment #5881,4957.6,Health & Fitness
TXN683293,dominos payment #5294,2677.65,Food & Dining
TXN886512,youtube premium payment #6006,1977.84,Bills & Subscriptions
TXN286291,lifestyle payment #7361,54.75,Shopping
TXN603779,jiomart grocery payment #9592,2239.11,Groceries
TXN913630,ioc fuel station payment #6362,1602.71,Fuel
TXN885314,fortis hospital payment #7542,1444.76,Health & Fitness
TXN328287,ola payment #3118,2999.18,Travel & Transport
TXN849584,ksrtc bus payment #3308,942.45,Travel & Transport
TXN291912,cult fit payment #4167,936.28,Health & Fitness
TXN398133,atm withdrawal payment #1745,3466.38,Financial Services
TXN934496,decathlon payment #4554,1302.03,Shopping
TXN695960,faasos payment #9373,3677.06,Food & Dining
TXN260876,mcdonalds payment #8315,2381.74,Food & Dining
TXN201224,pharmeasy payment #9631,2898.07,Health & Fitness
TXN216280,urban company payment #4263,2592.75,Others
TXN542759,youtube premium payment #8077,332.21,Bills & Subscriptions
TXN840536,apollo pharmacy payment #3754,3700.63,Health & Fitness
TXN884330,neft transfer payment #4222,76.64,Financial Services
TXN515267,tanishq payment #9912,1716.47,Shopping
TXN762499,ioc fuel station payment #6271,526.99,Fuel
TXN356137,sbi atm payment #5426,4057.58,Financial Services
TXN472536,adobe creative cloud payment #1031,2771.67,Bills & Subscriptions
TXN792044,apple music payment #3800,4628.28,Bills & Subscriptions
TXN659920,bigbasket payment #7522,345.22,Groceries
TXN355921,cult fit payment #8145,4122.04,Health & Fitness
TXN625967,hp petrol payment #4388,4226.99,Fuel
TXN324909,spencer’s retail payment #4339,3382.22,Groceries
TXN630221,zee5 subscription payment #2364,4505.64,Entertainment
TXN950736,bsnl bill payment #9885,4422.2,Utilities
TXN359870,cult fit payment #2716,2018.36,Health & Fitness
TXN100860,pharmeasy payment #2780,4827.4,Health & Fitness
TXN929530,kritunga payment #9287,817.51,Food & Dining
TXN203965,ajio payment #3496,4505.34,Shopping
TXN466296,local technician payment #4666,4253.29,Others
TXN654020,nykaa payment #2037,3699.01,Shopping
TXN525785,inox movies payment #1324,3555.82,Entertainment
TXN543014,prime video payment #1711,1958.93,Entertainment
TXN106578,donation payment payment #3736,1882.66,Others
TXN359378,local technician payment #5364,2637.1,Others
TXN529655,kfc payment #8284,2362.09,Food & Dining
TXN469458,pizza hut payment #2813,4595.19,Food & Dining
TXN774498,spencer’s retail payment #9736,2918.8,Groceries
TXN792837,reliance petrol pump payment #6733,3479.26,Fuel
TXN850980,spotify payment #1272,3685.4,Entertainment
TXN829736,pantaloons payment #7039,1984.41,Shopping
TXN702665,fortis hospital payment #6798,3830.41,Health & Fitness
TXN423011,kfc payment #4344,1652.18,Food & Dining
TXN731603,reliance fresh payment #4662,1749.97,Groceries
TXN901108,ksrtc bus payment #1147,2204.02,Travel & Transport
TXN566670,pvr cinemas payment #1368,4438.64,Entertainment
TXN543601,ksrtc bus payment #7750,2402.14,Travel & Transport
TXN701981,blinkit payment #8174,361.5,Groceries
TXN680120,spencer’s retail payment #1063,2447.93,Groceries
TXN367292,jiomart grocery payment #9159,1569.62,Groceries
TXN525331,canva pro payment #5656,3443.64,Bills & Subscriptions
TXN941721,ola payment #4170,4770.36,Travel & Transport
TXN354313,blinkit payment #8570,607.1,Groceries
TXN316277,makemytrip payment #6625,2618.99,Travel & Transport
TXN914120,1mg payment #5799,4986.35,Health & Fitness
TXN110356,bigbasket payment #6177,1362.84,Groceries
TXN945365,reliance fresh payment #9433,3331.26,Groceries
TXN224012,apollo pharmacy payment #3800,1667.0,Health & Fitness
TXN140983,googlepay upi payment #8515,2022.43,Financial Services
TXN118956,fortis hospital payment #2002,1484.9,Health & Fitness
TXN475987,apple music payment #5139,1389.27,Bills & Subscriptions
TXN683303,google one payment #1008,3862.35,Bills & Subscriptions
TXN445904,adobe creative cloud payment #1674,4380.92,Bills & Subscriptions
TXN677833,pvr cinemas payment #9861,3350.45,Entertainment
TXN374634,reliance petrol pump payment #8761,2995.27,Fuel
TXN115276,paradise biryani payment #4875,1770.78,Food & Dining
TXN149538,nykaa payment #1208,3952.1,Shopping
TXN855188,paytm upi payment #6651,277.33,Financial Services
TXN776383,fortis hospital payment #6830,554.02,Health & Fitness
TXN506221,indianoil payment #6856,4560.24,Fuel
TXN965565,ola payment #4138,2811.89,Travel & Transport
TXN627070,pvr cinemas payment #1848,2188.37,Entertainment
TXN595037,netflix payment #9696,3285.46,Entertainment
TXN132747,croma payment #1572,4397.03,Shopping
TXN149917,kritunga payment #3013,2167.25,Food & Dining
TXN364309,bharatpetrol payment #5964,4598.72,Fuel
TXN512504,decathlon payment #1708,2996.76,Shopping
TXN685761,pvr cinemas payment #7913,3343.06,Entertainment
TXN496183,healthspring payment #1632,865.93,Health & Fitness
TXN439326,westside payment #2914,3901.69,Shopping
TXN430748,tata play dth payment #3243,4367.6,Utilities
TXN230950,cult fit payment #3962,961.97,Health & Fitness
TXN766057,bigbasket payment #4530,1692.34,Groceries
TXN371182,donation payment payment #1481,1509.73,Others
TXN418320,pvr cinemas payment #7370,2427.98,Entertainment
TXN490453,microsoft 365 payment #6335,3439.43,Bills & Subscriptions
TXN279015,more supermarket payment #6345,3023.87,Groceries
TXN106403,chai point payment #6120,2695.17,Food & Dining
TXN449193,hotstar payment #5709,4848.77,Entertainment
TXN103485,jio fiber payment #1923,553.06,Utilities
TXN195844,shell payment #4028,682.24,Fuel
TXN764070,subway payment #3345,1222.3,Food & Dining
TXN662111,prime video payment #5435,827.41,Entertainment
TXN682678,local technician payment #6677,3670.96,Others
TXN289734,hathway broadband payment #3801,2793.01,Utilities
TXN246740,blinkit payment #6673,893.04,Groceries
TXN443609,bsnl bill payment #9230,2060.1,Utilities
TXN169793,inox movies payment #8350,3093.99,Entertainment
TXN993050,sbi atm payment #9668,4585.37,Financial Services
TXN370874,urbanclap payment #2519,1848.2,Others
TXN341509,prime video payment #8726,1570.92,Entertainment
TXN412017,jio fiber payment #3312,1815.28,Utilities
TXN224867,pvr cinemas payment #8557,605.07,Entertainment
TXN309126,act fibernet payment #8527,3526.52,Utilities
TXN138427,indigo payment #4328,4244.66,Travel & Transport
TXN131756,jio fiber payment #9754,2467.24,Utilities
TXN541749,hp petrol payment #4567,667.82,Fuel
TXN965597,mcdonalds payment #4926,3457.49,Food & Dining
TXN547871,local technician payment #3985,4596.3,Others
TXN283587,bank service charge payment #9764,2398.45,Financial Services
TXN603231,google one payment #3852,1795.5,Bills & Subscriptions
TXN967392,figma pro payment #5673,1021.68,Bills & Subscriptions
TXN428687,notion subscription payment #2025,960.57,Bills & Subscriptions
TXN528441,flipkart payment #6009,2253.59,Shopping
TXN606075,jio fiber payment #4709,4636.58,Utilities
TXN473545,youtube premium payment #2759,552.56,Bills & Subscriptions
TXN500048,talwalkars gym payment #5574,980.56,Health & Fitness
TXN878365,hotstar payment #8253,3689.34,Entertainment
TXN717454,cult fit payment #7512,2982.82,Health & Fitness
TXN243184,faasos payment #7488,1161.2,Food & Dining
TXN374719,blinkit payment #8045,4448.86,Groceries
TXN822986,airtel recharge payment #1475,3067.48,Utilities
TXN602992,bank a/c transfer payment #6575,288.71,Financial Services
TXN973107,reliance petrol pump payment #4833,133.96,Fuel
TXN838482,donation payment payment #2559,1734.88,Others
TXN404621,paradise biryani payment #9553,2992.53,Food & Dining
TXN390387,irctc payment #7387,3270.23,Travel & Transport
TXN711150,microsoft 365 payment #8500,3115.3,Bills & Subscriptions
TXN963906,water tax payment #7077,894.95,Utilities
TXN890871,inox movies payment #6710,3193.79,Entertainment
TXN983516,apple music payment #2821,4729.97,Bills & Subscriptions
