transaction_id,description,amount,category
TXN972712,fortis hospital payment #3243,1076.36,Health & Fitness
TXN838857,disney plus hotstar payment #4808,2566.76,Bills & Subscriptions
254,upi payment at restaurant,950.0,Financial Services
TXN804938,atm fee payment #1339,4997.9,Financial Services
TXN492040,amazon prime video payment #3932,1676.93,Entertainment
TXN417329,vodafone idea recharge payment #8404,4164.34,Utilities
TXN721894,bescom electricity payment #4493,3844.72,Utilities
TXN561278,transfer payment #8271,2367.35,Others
TXN512344,subway payment #1379,541.24,Food & Dining
TXN650472,google one payment #1834,1963.73,Bills & Subscriptions
TXN821942,bharatpetrol payment #7199,1603.43,Fuel
TXN717558,hpcl pump payment #6846,1193.86,Fuel
TXN543732,indigo payment #1887,2676.1,Travel & Transport
TXN759675,urbanclap payment #2409,2952.33,Others
TXN201605,parking charges payment #5576,4729.36,Others
TXN696879,irl events india payment #5044,2676.7,Entertainment
TXN456480,airindia payment #2185,2565.53,Travel & Transport
TXN329056,essar petrol payment #6424,1867.91,Fuel
TXN461792,blablacar payment #6781,4104.46,Travel & Transport
TXN795558,parking charges payment #6400,4628.45,Others
TXN757667,airtel recharge payment #3224,2459.33,Utilities
84,cleartrip travel,950.0,Travel & Transport
TXN412713,misc payment payment #3083,3933.7,Others
TXN316509,hotstar payment #7373,4779.97,Entertainment
21,uber ride,45.0,Travel & Transport
TXN119676,municipal water tax payment #5105,3908.46,Utilities
TXN109363,airindia payment #7484,3966.8,Travel & Transport
TXN901865,viva fitness gym payment #5009,239.37,Health & Fitness
TXN320034,cult fit payment #4712,1606.4,Health & Fitness
TXN842057,bpcl fuel outlet payment #6866,457.12,Fuel
TXN741199,amazon prime video payment #9410,2996.09,Entertainment
TXN961613,orix cabs payment #5970,2270.72,Travel & Transport
TXN874417,blablacar payment #4212,814.63,Travel & Transport
TXN669810,society maintenance payment #7425,3029.43,Others
TXN220364,reliance fresh payment #4543,4347.68,Groceries
TXN519095,amazon prime video payment #5764,281.38,Entertainment
TXN415759,lifestyle payment #3777,780.32,Shopping
TXN780956,yatra travels payment #2767,193.48,Travel & Transport
TXN467230,unknown payment #1817,1332.02,Others
TXN200780,viva fitness gym payment #3151,1859.32,Health & Fitness
TXN464663,zara india payment #3178,3302.32,Shopping
TXN558737,h&m india payment #2083,1619.83,Shopping
203,phonepe upi payment to grocery store,340.75,Financial Services
TXN311824,apple music payment #7136,2543.76,Bills & Subscriptions
TXN585494,amazon payment #1372,4894.6,Shopping
TXN948330,urban company payment #6203,2115.02,Others
TXN767181,easyday club payment #8030,731.47,Groceries
TXN833281,airindia payment #4764,2288.31,Travel & Transport
TXN849019,coursera plus payment #9119,4019.12,Bills & Subscriptions
TXN481237,youtube premium payment #5985,639.27,Bills & Subscriptions
TXN864915,reliance fresh payment #4094,2891.32,Groceries
TXN396668,pharmeasy payment #6907,4638.56,Health & Fitness
TXN421384,mcdonalds payment #6372,3338.5,Food & Dining
TXN923824,rapido payment #1079,1634.75,Travel & Transport
TXN546768,orix cabs payment #6935,622.26,Travel & Transport
TXN850490,fortis hospital payment #8056,758.99,Health & Fitness
TXN581111,nature's basket payment #2857,4639.11,Groceries
TXN878967,reversal charge payment #4155,1646.18,Financial Services
TXN677759,dr lal pathlabs payment #5841,2885.82,Health & Fitness
79,healthspring supplements,150.0,Health & Fitness
TXN707723,local technician payment #4569,2102.19,Others
TXN659461,gaana plus payment #8278,514.77,Entertainment
TXN831160,myntra payment #8511,3210.72,Shopping
TXN367382,westside payment #3196,2003.25,Shopping
TXN920375,viva fitness gym payment #1168,3797.3,Health & Fitness
TXN261156,gaana plus payment #1527,4618.51,Entertainment
TXN678286,more supermarket payment #2506,1807.91,Groceries
TXN282480,atm cash removal payment #7211,3418.86,Financial Services
TXN825916,reliance trends payment #4463,4516.24,Shopping
TXN144283,pharmeasy payment #3883,3257.04,Health & Fitness
TXN219505,netflix payment #2043,1754.9,Entertainment
TXN357167,dunzo payment #3351,453.04,Groceries
TXN170966,mcdonalds payment #9576,4875.81,Food & Dining
TXN632294,amazon prime video payment #6633,2246.74,Entertainment
TXN908554,starbucks payment #3962,4173.59,Food & Dining
TXN827186,spencer’s retail payment #9633,2931.59,Groceries
TXN600590,nayara energy payment #7609,2202.22,Fuel
TXN341292,sbi atm payment #1344,2982.71,Financial Services
256,neft transfer to vendor,7800.0,Financial Services
TXN360276,firstcry payment #3430,546.94,Shopping
TXN797576,parking charges payment #3607,1235.35,Others
TXN553263,parking charges payment #2965,2277.58,Others
TXN618152,dr lal pathlabs payment #8433,4153.56,Health & Fitness
TXN333507,westside payment #3086,3666.5,Shopping
TXN517426,housejoy payment #2860,1803.14,Others
TXN621433,nykaa payment #6892,2612.8,Shopping
TXN848244,google one payment #9985,3319.41,Bills & Subscriptions
TXN379570,dr lal pathlabs payment #9433,4516.91,Health & Fitness
238,upi transfer for fuel payment,600.5,Financial Services
TXN674134,spotify payment #9008,110.22,Entertainment
TXN951266,irl events india payment #8244,3517.61,Entertainment
TXN794530,hpcl pump payment #2676,136.0,Fuel
TXN671015,incentive payment payment #4241,2183.18,Financial Services
TXN453492,microsoft 365 payment #1457,4947.52,Bills & Subscriptions
TXN499152,zara india payment #6269,3900.02,Shopping
TXN500673,reliance fresh payment #1388,2977.16,Groceries
TXN169403,incentive payment payment #6168,2065.71,Financial Services
TXN971662,croma payment #8183,4008.66,Shopping
TXN100561,adobe creative cloud payment #1779,990.58,Bills & Subscriptions
TXN321659,hpcl pump payment #2462,1020.88,Fuel
TXN270249,google one payment #7304,4667.43,Bills & Subscriptions
TXN688678,subway payment #1410,3135.78,Food & Dining
TXN243006,ioc fuel station payment #3561,2713.99,Fuel
TXN621249,more supermarket payment #7278,2151.43,Groceries
TXN476993,shoppers stop payment #9907,280.15,Shopping
TXN289276,amazon prime video payment #1381,1765.79,Entertainment
TXN422266,airtel recharge payment #3822,3200.04,Utilities
TXN449709,brewberrys cafe payment #1349,347.83,Food & Dining
TXN469082,parking charges payment #7716,1873.22,Others
TXN386193,incentive payment payment #4613,2492.32,Financial Services
TXN587310,urbanclap payment #7960,667.51,Others
TXN677236,reliance petrol pump payment #1824,2583.95,Fuel
TXN876459,ajio payment #3692,4656.62,Shopping
TXN425301,thai pavilion payment #3317,4592.06,Food & Dining
TXN481969,viva fitness gym payment #1981,2659.12,Health & Fitness
TXN190951,lifestyle payment #8007,2624.88,Shopping
TXN472060,sbi atm payment #3979,2488.99,Financial Services
TXN841309,pvr cinemas payment #9074,4532.09,Entertainment
TXN735163,pantaloons payment #3509,2329.4,Shopping
TXN293194,inox movies payment #7158,1106.05,Entertainment
TXN443032,microsoft 365 payment #9396,627.65,Bills & Subscriptions
TXN947831,housejoy payment #4793,4908.51,Others
TXN640472,apple music payment #1859,675.0,Bills & Subscriptions
TXN662484,adobe creative cloud payment #8017,4471.75,Bills & Subscriptions
TXN526369,bsnl bill payment #1203,3496.48,Utilities
TXN204415,jiomart grocery payment #3595,2243.27,Groceries
TXN949296,canva pro payment #8764,3561.66,Bills & Subscriptions
TXN168804,indianoil payment #9442,3978.3,Fuel
TXN728038,sbi card payment payment #9689,4600.62,Financial Services
TXN430738,ola payment #8901,1918.86,Travel & Transport
TXN926952,chai point payment #6383,3894.41,Food & Dining
TXN358771,tnstc bus service payment #6323,4347.2,Travel & Transport
TXN714015,nayara energy payment #6428,1921.24,Fuel
TXN700815,coursera plus payment #4685,212.83,Bills & Subscriptions
TXN975355,cult fit payment #9179,4371.23,Health & Fitness
TXN285197,bescom electricity payment #5750,3274.18,Utilities
TXN478970,figma pro payment #1565,4615.2,Bills & Subscriptions
TXN489523,spencer’s retail payment #3700,367.89,Groceries
TXN550405,xbox live payment #7131,1657.96,Entertainment
TXN382795,tata play dth payment #4181,3196.9,Utilities
TXN151028,figma pro payment #1858,3031.21,Bills & Subscriptions
TXN145981,bpcl fuel outlet payment #9335,2283.23,Fuel
TXN309044,neft transfer payment #1508,4753.1,Financial Services
TXN817644,bajaj finance emi payment #2121,1250.37,Financial Services
TXN443187,decathlon payment #8449,4756.24,Shopping
TXN122709,misc payment payment #8083,816.61,Others
TXN786141,spotify premium payment #2971,301.09,Bills & Subscriptions
TXN243030,tata play dth payment #3917,1997.92,Utilities
TXN995304,airtel recharge payment #6718,279.93,Utilities
166,subhiksha supermarket groceries,390.75,Groceries
7,apollo pharmacy,180.0,Health & Fitness
TXN790677,more supermarket payment #9315,1489.66,Groceries
TXN972335,sbi atm payment #7211,1463.46,Financial Services
TXN911414,irctc payment #7529,2558.93,Travel & Transport
TXN932308,heritage fresh payment #3038,1818.01,Groceries
TXN416178,irl events india payment #7627,3899.46,Entertainment
TXN378095,hp petrol payment #6500,2288.49,Fuel
TXN469007,rapido payment #1301,1799.22,Travel & Transport
TXN623059,ioc fuel station payment #9260,759.72,Fuel
TXN855948,paradise biryani payment #5106,3421.05,Food & Dining
TXN911763,alt balaji payment #5238,1282.56,Entertainment
TXN700241,irl events india payment #3043,2298.81,Entertainment
TXN821726,nature's basket payment #3003,147.2,Groceries
TXN981282,more supermarket payment #5864,1049.76,Groceries
TXN144284,dr lal pathlabs payment #5742,2813.95,Health & Fitness
TXN345180,brewberrys cafe payment #7086,630.9,Food & Dining
TXN975136,icici credit card payment #3442,2773.39,Financial Services
92,zomato order,22.5,Food & Dining
TXN387653,bookmyshow payment #9570,3671.6,Entertainment
TXN602275,nilgiris supermarket payment #8109,1906.34,Groceries
TXN936124,indianoil payment #4594,2920.89,Fuel
TXN793360,healthspring payment #7749,1821.22,Health & Fitness
TXN995735,bpcl fuel outlet payment #5888,2124.23,Fuel
TXN777424,dr lal pathlabs payment #5373,4136.18,Health & Fitness
TXN503376,viva fitness gym payment #4926,1339.62,Health & Fitness
TXN457999,dmart ready payment #9573,4658.11,Groceries
TXN135087,hathway broadband payment #9948,2924.13,Utilities
TXN473838,1mg payment #9108,299.88,Health & Fitness
TXN460234,bescom electricity payment #6119,3103.89,Utilities
TXN142859,hathway broadband payment #6989,2380.23,Utilities
TXN766738,rapido payment #8480,3192.13,Travel & Transport
TXN902245,jiomart grocery payment #7977,2663.53,Groceries
TXN638289,mcdonalds payment #3626,1436.68,Food & Dining
TXN416120,dunzo payment #9955,3133.15,Groceries
TXN449759,company reimbursement payment #5533,316.03,Financial Services
TXN822494,playstation store payment #3910,257.09,Entertainment
TXN792299,zee5 premium payment #8785,2623.08,Bills & Subscriptions
TXN449718,zee5 premium payment #2457,1877.82,Bills & Subscriptions
TXN494228,society maintenance payment #8555,2774.57,Others
TXN272359,h&m india payment #2785,861.51,Shopping
TXN299800,1mg payment #4677,3596.46,Health & Fitness
TXN380345,jio fiber payment #6250,1828.29,Utilities
TXN303129,adani electricity payment #4409,1454.49,Utilities
TXN980096,urban company payment #7454,434.23,Others
TXN747137,society maintenance payment #8194,4310.64,Others
TXN633243,blablacar payment #4787,4900.98,Travel & Transport
TXN374320,nayara energy payment #8220,325.26,Fuel
TXN705956,dunzo payment #9548,2685.19,Groceries
TXN825391,rtgs transfer payment #5820,1185.82,Financial Services
TXN829417,ajio payment #8846,4580.76,Shopping
TXN144008,irl events india payment #2669,4135.69,Entertainment
TXN177289,hpcl pump payment #4695,897.02,Fuel
TXN749485,act fibernet payment #4163,266.8,Utilities
TXN848021,indianoil payment #4111,1781.52,Fuel
TXN151047,gold’s gym india payment #3118,1135.7,Health & Fitness
38,kfc delivery,20.0,Food & Dining
TXN275329,nykaa payment #9079,815.08,Shopping
TXN763646,firstcry payment #5775,3700.88,Shopping
TXN923012,amazon prime video payment #5224,4968.95,Entertainment
TXN186345,reliance petrol pump payment #4154,1669.53,Fuel
TXN855829,indigo payment #4744,4089.53,Travel & Transport
40,spencer's supermarket,380.0,Groceries
TXN863336,blablacar payment #1305,4404.69,Travel & Transport
TXN935294,spotify payment #1383,236.67,Entertainment
216,icici atm cash withdrawal,1500.0,Financial Services
TXN689648,hpcl pump payment #5990,4461.54,Fuel
TXN180111,max healthcare payment #2867,2145.0,Health & Fitness
TXN315830,easyday club payment #6105,911.7,Groceries
TXN876487,1mg payment #9248,179.72,Health & Fitness
TXN823825,columbia asia payment #6910,3484.25,Health & Fitness
TXN576136,goibibo payment #5314,2753.87,Travel & Transport
TXN911117,ioc fuel station payment #5481,1125.97,Fuel
TXN767814,bharatpetrol payment #9255,2758.21,Fuel
TXN501393,bsnl bill payment #5543,3907.82,Utilities
TXN393328,dominos payment #9017,3116.7,Food & Dining
TXN216356,airtel digital tv payment #6963,4451.09,Utilities
TXN804667,ajio payment #1550,2287.56,Shopping
TXN818264,subway payment #5012,4042.97,Food & Dining
206,bhim upi payment to electrician,600.0,Financial Services
3,irctc train ticket,1200.0,Travel & Transport
TXN240718,haldirams payment #9590,2520.17,Food & Dining
TXN252627,cult fit payment #6759,243.37,Health & Fitness
TXN661091,indigo payment #6634,1505.14,Travel & Transport
TXN497346,bescom electricity payment #5903,1681.83,Utilities
TXN656011,tata play dth payment #7258,3424.62,Utilities
TXN697766,croma payment #4390,4046.66,Shopping
TXN211871,abhibus payment #6833,864.38,Travel & Transport
TXN309215,urban company payment #3223,2139.93,Others
54,tata play bill,620.0,Utilities
TXN313442,parking charges payment #8966,1470.94,Others
TXN656208,hathway broadband payment #8775,1386.86,Utilities
TXN481405,xbox live payment #2626,856.05,Entertainment
TXN471496,pizza hut payment #9734,1777.4,Food & Dining
TXN434844,easyday club payment #8548,687.52,Groceries
TXN808340,essar petrol payment #8415,602.15,Fuel
TXN471083,spotify premium payment #8542,1709.9,Bills & Subscriptions
TXN942570,cult fit payment #1477,1366.14,Health & Fitness
TXN753004,ksrtc bus payment #8418,1433.46,Travel & Transport
TXN532227,irctc payment #8239,1608.55,Travel & Transport
TXN987025,wow momo payment #9501,4485.14,Food & Dining
TXN718831,airtel recharge payment #4854,2215.41,Utilities
TXN409898,westside payment #4090,3764.43,Shopping
TXN922911,inox movies payment #5902,1494.22,Entertainment
TXN952679,reliance petrol pump payment #8606,345.39,Fuel
TXN635205,goibibo payment #3193,2377.04,Travel & Transport
TXN735710,subway payment #9508,2339.24,Food & Dining
TXN469899,fortis hospital payment #7189,3123.0,Health & Fitness
TXN354125,microsoft 365 payment #7947,3704.75,Bills & Subscriptions
TXN125190,netflix payment #8863,2216.55,Entertainment
TXN116265,urbanclap payment #3947,4394.39,Others
TXN261712,reliance trends payment #2204,501.99,Shopping
TXN674485,icici credit card payment #9270,2191.03,Financial Services
TXN163821,urban company payment #8888,3483.91,Others
TXN591897,subway payment #3273,3818.32,Food & Dining
TXN427110,atm withdrawal payment #2771,2935.56,Financial Services
TXN260263,atm withdrawal payment #9317,3083.95,Financial Services
TXN282973,freelancer payment payment #7399,2613.92,Others
188,disneyplus hotstar,15.99,Entertainment
TXN911152,torrent power payment #2097,2847.72,Utilities
TXN805756,prime membership payment #2426,1576.61,Bills & Subscriptions
TXN329659,bharatpetrol payment #1427,1662.5,Fuel
TXN644861,airtel recharge payment #4806,4191.24,Utilities
TXN243294,spotify premium payment #8878,452.5,Bills & Subscriptions
TXN669605,atm withdrawal payment #3584,2247.1,Financial Services
TXN142581,gold’s gym india payment #5723,2829.95,Health & Fitness
TXN496922,neft transfer payment #8527,2727.52,Financial Services
TXN819517,canva pro payment #7036,2314.4,Bills & Subscriptions
TXN191962,airtel recharge payment #5889,1722.44,Utilities
TXN319684,hdfc atm payment #3664,1913.89,Financial Services
TXN398910,dominos payment #9452,4270.71,Food & Dining
TXN646196,donation payment payment #7987,3687.24,Others
291,upi merchant payment - hardware store,780.0,Financial Services
TXN753959,parking charges payment #1105,4047.52,Others
TXN317881,bajaj finance emi payment #2625,4743.19,Financial Services
TXN685934,vodafone idea recharge payment #7003,958.81,Utilities
TXN451109,reliance fresh payment #3917,2200.28,Groceries
TXN194632,viva fitness gym payment #9605,1333.86,Health & Fitness
TXN378428,faasos payment #1436,3024.86,Food & Dining
TXN657101,adani electricity payment #1672,577.09,Utilities
TXN652367,heritage fresh payment #7594,591.15,Groceries
TXN224811,parking charges payment #4955,3588.72,Others
TXN756944,airtel recharge payment #6556,4919.73,Utilities
TXN681440,pvr cinemas payment #3855,1765.11,Entertainment
297,card decline charge,50.0,Financial Services
TXN810526,icici credit card payment #8622,4515.93,Financial Services
TXN565471,pizza hut payment #7981,916.56,Food & Dining
TXN595948,reversal charge payment #8744,1290.69,Financial Services
TXN629979,tata cliq payment #2391,2945.78,Shopping
TXN173199,shell payment #2639,1497.17,Fuel
TXN362073,urban company payment #5495,519.13,Others
16,practo doctor consultation,600.0,Health & Fitness
TXN411327,spencer’s retail payment #6603,4820.49,Groceries
TXN554691,apple music payment #6183,4963.0,Bills & Subscriptions
TXN271252,notion subscription payment #7255,3283.87,Bills & Subscriptions
TXN956253,hdfc credit card payment #8711,1189.93,Financial Services
229,hdfc credit card auto debit,9500.0,Financial Services
TXN467506,shell payment #5088,3496.56,Fuel
TXN661862,talwalkars gym payment #2234,4217.86,Health & Fitness
TXN354367,h&m india payment #5979,3723.92,Shopping
TXN438273,nayara energy payment #2655,1749.15,Fuel
TXN733375,irl events india payment #5496,1034.15,Entertainment
TXN468727,swiggy payment #5712,3042.01,Food & Dining
TXN693297,ksrtc bus payment #3608,977.81,Travel & Transport
TXN646622,bank service charge payment #5543,3852.49,Financial Services
TXN112426,amazon payment #9719,2803.05,Shopping
TXN217348,cult fit payment #3213,167.99,Health & Fitness
TXN211495,gold’s gym india payment #5248,4370.92,Health & Fitness
TXN430926,swiggy payment #4268,4440.37,Food & Dining
TXN335790,chai point payment #5571,2834.62,Food & Dining
TXN728636,goibibo payment #4190,264.69,Travel & Transport
172,flipkart fashion,75.75,Shopping
TXN385320,starbucks payment #1815,3402.45,Food & Dining
TXN888387,phonepe upi payment #5915,2340.4,Financial Services
TXN502630,icici emi payment payment #4185,3619.89,Financial Services
TXN290824,apple music payment #3200,1070.3,Bills & Subscriptions
TXN647718,tata play dth payment #7350,3597.02,Utilities
TXN207892,nilgiris supermarket payment #5605,4813.17,Groceries
TXN624108,pizza hut payment #2029,643.2,Food & Dining
TXN956401,tata cliq payment #5305,1808.03,Shopping
TXN496566,irl events india payment #4107,1039.24,Entertainment
TXN888193,blinkit payment #1138,4904.65,Groceries
TXN997904,makemytrip payment #4863,2821.17,Travel & Transport
TXN833491,urban company payment #4710,4424.74,Others
TXN406019,more supermarket payment #1747,2714.47,Groceries
TXN501583,reliance trends payment #1753,2411.65,Shopping
TXN641922,nayara energy payment #1568,2560.3,Fuel
TXN323839,reliance fresh payment #8699,813.02,Groceries
TXN684646,redbus payment #7770,2805.31,Travel & Transport
TXN624977,ksrtc bus payment #8400,543.16,Travel & Transport
TXN288540,nature's basket payment #8387,4061.89,Groceries
TXN487477,icici credit card payment #2127,4408.42,Financial Services
262,upi payment to auto driver,90.0,Financial Services
TXN802382,bpcl fuel outlet payment #4669,4891.69,Fuel
TXN384682,jiomart grocery payment #7393,2064.16,Groceries
TXN751050,urbanclap payment #9391,1928.24,Others
TXN917376,irl events india payment #2723,2571.53,Entertainment
TXN757790,easyday club payment #7422,4230.85,Groceries
TXN521161,hotstar payment #2389,1757.69,Entertainment
102,goair flight ticket,1800.0,Travel & Transport
TXN751009,inox movies payment #7897,2458.86,Entertainment
218,bank sms alert charge,15.0,Financial Services
109,central shopping,230.0,Shopping
TXN433765,gaana plus payment #9270,4791.34,Entertainment
TXN140698,local technician payment #4416,3578.95,Others
TXN463470,irl events india payment #5906,1481.04,Entertainment
TXN712686,alt balaji payment #7468,4372.87,Entertainment
TXN242703,viva fitness gym payment #8264,3975.99,Health & Fitness
TXN110151,spotify payment #6006,4722.43,Entertainment
TXN684080,inox movies payment #1764,3873.46,Entertainment
TXN851210,youtube premium payment #9566,3240.96,Bills & Subscriptions
TXN496818,canva pro payment #6918,3358.88,Bills & Subscriptions
TXN248140,reliance fresh payment #1494,819.74,Groceries
TXN223088,myntra payment #8193,4339.92,Shopping
TXN458660,fortis hospital payment #9570,3841.59,Health & Fitness
TXN514337,makemytrip payment #7544,1830.33,Travel & Transport
TXN618213,reliance fresh payment #7308,1827.78,Groceries
TXN576086,atm withdrawal payment #5632,3544.64,Financial Services
TXN762113,nilgiris supermarket payment #3069,2570.86,Groceries
TXN209380,playstation store payment #5991,556.88,Entertainment
TXN289473,torrent power payment #8311,1515.02,Utilities
TXN809649,figma pro payment #9156,2623.56,Bills & Subscriptions
TXN454827,dunzo payment #9886,3707.04,Groceries
TXN229794,irl events india payment #6060,2849.12,Entertainment
TXN641538,xbox live payment #5057,615.61,Entertainment
TXN840734,bhim upi payment #7275,3500.35,Financial Services
TXN992717,haldirams payment #5757,4467.53,Food & Dining
TXN567080,healthspring payment #9399,1079.37,Health & Fitness
98,disney+ hotstar,15.99,Entertainment
TXN935620,ioc fuel station payment #7909,3279.35,Fuel
TXN254775,spotify premium payment #2670,3423.76,Bills & Subscriptions
TXN912915,freelancer payment payment #3741,3799.46,Others
TXN600296,1mg payment #1217,941.5,Health & Fitness
TXN399102,cult fit payment #3634,3587.88,Health & Fitness
TXN240221,inox movies payment #1260,4578.69,Entertainment
191,foodpanda order,23.0,Food & Dining
29,starbucks coffee,12.0,Food & Dining
TXN546370,amazon prime video payment #2605,818.11,Entertainment
TXN838594,dr lal pathlabs payment #1741,508.12,Health & Fitness
TXN915922,pizza hut payment #8564,3870.25,Food & Dining
TXN816586,reliance petrol pump payment #3636,4919.31,Fuel
TXN780999,torrent power payment #2752,1696.76,Utilities
TXN686120,inox movies payment #9622,2073.49,Entertainment
TXN674842,goibibo payment #4788,4004.16,Travel & Transport
TXN129556,ccd cafe payment #2337,1937.07,Food & Dining
TXN786563,redbus payment #5444,360.12,Travel & Transport
TXN486945,bhim upi payment #6016,3353.4,Financial Services
TXN657742,airtel digital tv payment #3010,2403.8,Utilities
TXN952118,alt balaji payment #8401,304.78,Entertainment
TXN972176,thai pavilion payment #8770,428.95,Food & Dining
214,sbi atm cash withdrawal,2000.0,Financial Services
TXN938171,swiggy payment #6438,1438.76,Food & Dining
TXN590106,bookmyshow payment #8794,3504.43,Entertainment
TXN607755,donation payment payment #4845,3224.8,Others
TXN311118,netflix payment #8364,2967.61,Entertainment
TXN144235,vistara airlines payment #3598,3182.9,Travel & Transport
TXN952547,mcdonalds payment #4394,2973.28,Food & Dining
TXN844163,reliance petrol pump payment #1092,1719.76,Fuel
TXN354854,irctc payment #2841,3723.95,Travel & Transport
TXN769102,amazon prime video payment #5396,2947.81,Entertainment
TXN101760,adobe creative cloud payment #7229,2926.89,Bills & Subscriptions
TXN239116,reliance petrol pump payment #6657,4613.84,Fuel
TXN682813,viva fitness gym payment #5478,2131.12,Health & Fitness
TXN696487,dr lal pathlabs payment #8986,3843.65,Health & Fitness
TXN678985,urban company payment #3310,570.28,Others
TXN684056,dr lal pathlabs payment #5198,457.97,Health & Fitness
TXN789504,youtube premium payment #9414,3594.79,Bills & Subscriptions
TXN383201,googlepay upi payment #9548,4830.82,Financial Services
TXN459443,adani electricity payment #6503,2117.29,Utilities
TXN820141,bpcl fuel outlet payment #9587,1755.39,Fuel
TXN757860,dunzo payment #5385,798.91,Groceries
TXN862491,nayara energy payment #1313,1219.25,Fuel
283,upi payment to dentist,850.0,Financial Services
TXN437408,salary credit payment #9903,1948.33,Financial Services
TXN962287,burger king payment #2293,2209.98,Food & Dining
TXN497753,local technician payment #1727,1199.8,Others
TXN769983,apollo pharmacy payment #5749,1529.15,Health & Fitness
TXN378258,chai point payment #6304,177.33,Food & Dining
TXN951452,essar petrol payment #4087,907.93,Fuel
TXN824141,reliance petrol pump payment #3399,4212.97,Fuel
TXN813702,apollo pharmacy payment #5657,3438.43,Health & Fitness
TXN818102,pvr cinemas payment #4325,2562.13,Entertainment
TXN974627,unknown payment #8050,1826.05,Others
TXN160423,tanishq payment #3365,4048.3,Shopping
TXN563367,nobroker services payment #2573,779.19,Others
TXN333049,bharatpetrol payment #6499,3306.73,Fuel
TXN231319,disney plus hotstar payment #8105,1561.98,Bills & Subscriptions
TXN160736,housejoy payment #4172,1781.32,Others
TXN884735,apple music payment #4436,1168.87,Bills & Subscriptions
TXN106177,figma pro payment #8999,381.73,Bills & Subscriptions
TXN688155,easyday club payment #7375,4132.78,Groceries
TXN675462,barbeque nation payment #4533,4191.32,Food & Dining
TXN180333,parking charges payment #5094,4081.85,Others
TXN694799,chai point payment #7001,1874.54,Food & Dining
TXN173832,act fibernet payment #2692,270.82,Utilities
TXN699982,nature's basket payment #6490,935.01,Groceries
TXN728492,debit card payment payment #3369,1979.57,Financial Services
82,snapdeal shopping,110.5,Shopping
TXN150290,bpcl fuel outlet payment #1796,3010.23,Fuel
TXN775149,figma pro payment #2005,2598.33,Bills & Subscriptions
TXN350956,v mart payment #4350,2043.5,Shopping
TXN752338,transfer payment #9245,4548.13,Others
TXN224074,jiomart grocery payment #8416,1824.59,Groceries
TXN276827,haldirams payment #2530,2562.61,Food & Dining
TXN171262,hdfc credit card payment #4044,435.75,Financial Services
TXN927691,fortis hospital payment #5982,2879.53,Health & Fitness
TXN739037,airtel recharge payment #8141,810.21,Utilities
TXN495490,flipkart payment #2531,2085.86,Shopping
TXN601608,kritunga payment #6325,4990.8,Food & Dining
TXN806396,croma payment #1844,1415.46,Shopping
228,sbi card payment - minimum due,2500.0,Financial Services
211,monthly salary credited,52000.0,Financial Services
TXN191061,abhibus payment #1004,4880.66,Travel & Transport
TXN777278,credit card pos payment #4937,3483.99,Financial Services
TXN315477,reliance petrol pump payment #8772,3539.15,Fuel
TXN112884,amazon payment #1721,4307.58,Shopping
TXN309341,apple music payment #7984,186.54,Bills & Subscriptions
TXN850432,nayara energy payment #8496,801.8,Fuel
TXN656926,credit card pos payment #9238,4605.0,Financial Services
TXN310960,vodafone idea recharge payment #4478,155.36,Utilities
TXN565676,easyday club payment #9924,588.54,Groceries
TXN732958,vodafone idea recharge payment #4602,4443.4,Utilities
TXN956721,adani electricity payment #2007,543.61,Utilities
TXN531071,atm fee payment #8062,1836.06,Financial Services
TXN563864,cafe coffee day payment #2294,1797.18,Food & Dining
TXN493696,hp petrol payment #2215,1774.86,Fuel
TXN993419,nobroker services payment #2107,320.15,Others
TXN550005,disney plus hotstar payment #5052,3365.02,Bills & Subscriptions
TXN171656,gold’s gym india payment #4962,2574.06,Health & Fitness
TXN768914,gold’s gym india payment #8656,1412.89,Health & Fitness
TXN154022,reliance fresh payment #5430,4379.58,Groceries
TXN602073,vistara airlines payment #2856,2459.43,Travel & Transport
TXN772612,swiggy payment #1464,497.99,Food & Dining
TXN177103,kritunga payment #6939,2810.79,Food & Dining
55,central online shopping,250.0,Shopping
TXN111091,torrent power payment #3947,1635.02,Utilities
TXN158716,nilgiris supermarket payment #4471,2061.97,Groceries
TXN423668,irl events india payment #3385,822.3,Entertainment
TXN827497,indigo payment #5713,167.29,Travel & Transport
TXN342034,1mg payment #5107,2497.77,Health & Fitness
TXN106242,nobroker services payment #3063,2074.42,Others
TXN584045,zara india payment #1440,4769.72,Shopping
TXN891018,zee5 subscription payment #9407,4802.73,Entertainment
TXN918859,indianoil payment #5117,1095.13,Fuel
TXN158104,burger king payment #9238,4562.49,Food & Dining
TXN945089,easyday club payment #2625,4977.28,Groceries
TXN680099,icici atm payment #8668,2692.66,Financial Services
TXN963506,easyday club payment #3369,1686.29,Groceries
TXN904150,paytm upi payment #8619,3527.38,Financial Services
TXN714012,gold’s gym india payment #5151,1841.74,Health & Fitness
TXN799155,columbia asia payment #9381,4722.67,Health & Fitness
TXN283594,haldirams payment #6546,4086.19,Food & Dining
TXN847332,h&m india payment #3362,3786.05,Shopping
TXN124085,columbia asia payment #4677,201.6,Health & Fitness
TXN245939,myntra payment #7703,3397.59,Shopping
TXN225961,transfer payment #1458,1488.77,Others
